timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,label
1.8657679557800293,4.53,0.65,-9.59,0.00,-0.05,0.03,intention_tremor
1.8809840679168701,4.55,0.67,-9.68,-0.08,-0.05,0.08,intention_tremor
1.8963210582733154,4.61,0.64,-9.71,-0.11,-0.06,0.11,intention_tremor
1.911559820175171,4.70,0.65,-9.73,-0.10,-0.07,0.14,intention_tremor
1.9268798828125,4.78,0.80,-9.76,-0.06,-0.08,0.13,intention_tremor
1.9421610832214355,4.87,0.85,-9.74,-0.05,-0.09,0.11,intention_tremor
1.9574129581451416,4.90,0.76,-9.79,-0.01,-0.09,0.09,intention_tremor
1.972546100616455,4.84,0.76,-9.67,0.01,-0.11,0.10,intention_tremor
1.9877970218658447,4.80,0.83,-9.68,0.04,-0.12,0.10,intention_tremor
2.0030860900878906,4.76,1.04,-9.57,0.03,-0.12,0.09,intention_tremor
2.018354892730713,4.75,0.98,-9.64,0.06,-0.12,0.05,intention_tremor
2.0336828231811523,4.66,0.86,-9.71,0.08,-0.12,0.04,intention_tremor
2.0489158630371094,4.63,0.89,-9.78,0.15,-0.13,0.05,intention_tremor
2.064188003540039,4.56,1.30,-9.49,0.12,-0.13,0.03,intention_tremor
2.079686164855957,4.70,1.51,-9.47,0.12,-0.11,-0.06,intention_tremor
2.0949580669403076,4.74,1.05,-9.49,0.15,-0.09,-0.14,intention_tremor
2.110368013381958,4.62,0.45,-9.78,0.33,-0.13,-0.13,intention_tremor
2.1256539821624756,4.40,0.01,-10.02,0.41,-0.19,-0.01,intention_tremor
2.1408989429473877,4.27,0.31,-10.29,0.27,-0.23,0.13,intention_tremor
2.1563339233398438,4.37,0.82,-10.18,-0.07,-0.21,0.16,intention_tremor
2.1715691089630127,4.55,1.00,-9.96,-0.33,-0.16,0.08,intention_tremor
2.1870269775390625,4.66,0.98,-9.70,-0.26,-0.15,-0.00,intention_tremor
2.202143907546997,4.55,0.80,-9.43,0.11,-0.19,-0.03,intention_tremor
2.217489004135132,4.41,0.32,-9.65,0.46,-0.26,-0.01,intention_tremor
2.2327358722686768,4.24,0.06,-10.09,0.56,-0.33,0.06,intention_tremor
2.248100996017456,4.13,0.26,-10.34,0.36,-0.33,0.13,intention_tremor
2.2634921073913574,4.30,0.60,-10.35,0.06,-0.29,0.11,intention_tremor
2.278940200805664,4.47,0.66,-10.13,-0.10,-0.24,0.04,intention_tremor
2.294045925140381,4.48,0.50,-9.80,0.03,-0.25,-0.01,intention_tremor
2.309356927871704,4.39,0.45,-9.67,0.32,-0.30,0.02,intention_tremor
2.3245837688446045,4.27,0.19,-9.83,0.47,-0.36,0.08,intention_tremor
2.3400890827178955,4.08,-0.07,-10.13,0.38,-0.39,0.15,intention_tremor
2.3553519248962402,4.01,0.38,-10.27,0.16,-0.40,0.23,intention_tremor
2.3706328868865967,4.10,0.70,-10.13,-0.05,-0.39,0.23,intention_tremor
2.385922908782959,4.21,0.89,-9.91,-0.08,-0.39,0.17,intention_tremor
2.4011178016662598,4.23,0.72,-9.71,0.16,-0.42,0.13,intention_tremor
2.4164879322052,4.06,0.64,-9.62,0.44,-0.48,0.12,intention_tremor
2.431833028793335,3.80,0.29,-9.82,0.62,-0.53,0.14,intention_tremor
2.4470560550689697,3.62,0.32,-10.18,0.55,-0.54,0.17,intention_tremor
2.462534189224243,3.45,0.25,-10.32,0.25,-0.50,0.19,intention_tremor
2.4778130054473877,3.41,0.25,-10.29,-0.08,-0.43,0.17,intention_tremor
2.4932429790496826,3.53,0.27,-10.16,-0.24,-0.40,0.15,intention_tremor
2.508600950241089,3.59,0.23,-9.93,-0.18,-0.40,0.14,intention_tremor
2.523648977279663,3.47,0.18,-9.72,0.01,-0.42,0.14,intention_tremor
2.539090156555176,3.28,-0.28,-10.00,0.14,-0.46,0.18,intention_tremor
2.5546669960021973,3.13,-0.49,-10.33,0.12,-0.48,0.26,intention_tremor
2.569736957550049,3.07,-0.18,-10.39,-0.01,-0.49,0.32,intention_tremor
2.585036039352417,3.30,0.38,-10.34,-0.21,-0.46,0.29,intention_tremor
2.6005029678344727,3.52,0.61,-10.09,-0.25,-0.40,0.17,intention_tremor
2.6157948970794678,3.59,0.31,-9.80,-0.08,-0.36,0.05,intention_tremor
2.631060838699341,3.38,-0.02,-9.62,0.31,-0.38,0.02,intention_tremor
2.6463489532470703,3.17,-0.48,-9.88,0.60,-0.42,0.07,intention_tremor
2.661647081375122,2.84,-0.79,-10.27,0.59,-0.44,0.16,intention_tremor
2.676935911178589,2.63,-1.04,-10.59,0.27,-0.42,0.29,intention_tremor
2.692418098449707,2.65,-0.60,-10.58,-0.08,-0.39,0.40,intention_tremor
2.7076871395111084,2.83,0.27,-10.23,-0.33,-0.36,0.44,intention_tremor
2.7229599952697754,3.10,0.91,-9.80,-0.32,-0.32,0.35,intention_tremor
2.73828387260437,3.19,0.93,-9.45,-0.07,-0.29,0.22,intention_tremor
2.7535459995269775,3.03,0.53,-9.45,0.39,-0.31,0.14,intention_tremor
2.7688159942626953,2.79,-0.10,-9.75,0.70,-0.35,0.16,intention_tremor
2.7842857837677,2.65,-0.67,-10.35,0.71,-0.40,0.25,intention_tremor
2.7995707988739014,2.47,-0.82,-10.76,0.43,-0.42,0.37,intention_tremor
2.815018892288208,2.37,-0.46,-10.66,0.01,-0.40,0.47,intention_tremor
2.8303170204162598,2.39,0.16,-10.22,-0.27,-0.36,0.46,intention_tremor
2.845564842224121,2.55,0.47,-9.64,-0.26,-0.32,0.34,intention_tremor
2.8606808185577393,2.59,0.35,-9.29,0.10,-0.30,0.23,intention_tremor
2.875967025756836,2.51,0.11,-9.36,0.62,-0.31,0.18,intention_tremor
2.8914449214935303,2.36,-0.52,-9.81,0.91,-0.33,0.19,intention_tremor
2.9069161415100098,2.14,-0.87,-10.32,0.83,-0.32,0.25,intention_tremor
2.922199010848999,1.96,-1.30,-10.72,0.48,-0.28,0.34,intention_tremor
2.9376399517059326,1.92,-1.07,-10.69,0.09,-0.25,0.47,intention_tremor
2.953110933303833,2.03,-0.80,-10.30,-0.19,-0.22,0.55,intention_tremor
2.9684600830078125,2.09,-0.40,-9.95,-0.34,-0.19,0.57,intention_tremor
2.9837491512298584,2.13,-0.30,-9.76,-0.28,-0.17,0.55,intention_tremor
2.99898099899292,2.16,-0.05,-9.80,-0.08,-0.19,0.55,intention_tremor
3.014285087585449,2.22,-0.11,-10.02,0.10,-0.20,0.50,intention_tremor
3.0295767784118652,2.17,-0.31,-10.26,0.15,-0.20,0.45,intention_tremor
3.0448548793792725,1.92,-0.99,-10.62,0.14,-0.22,0.46,intention_tremor
3.0602731704711914,1.71,-1.26,-10.87,0.13,-0.29,0.56,intention_tremor
3.075549840927124,1.54,-1.18,-10.92,0.06,-0.36,0.71,intention_tremor
3.0910260677337646,1.58,-0.29,-10.76,-0.13,-0.37,0.74,intention_tremor
3.106321096420288,1.68,0.28,-10.46,-0.37,-0.31,0.62,intention_tremor
3.1215829849243164,1.61,0.37,-9.95,-0.33,-0.23,0.44,intention_tremor
