accX_mean,accX_std,accX_rms,accX_sma,accX_peak_freq,accX_entropy,accY_mean,accY_std,accY_rms,accY_sma,accY_peak_freq,accY_entropy,accZ_mean,accZ_std,accZ_rms,accZ_sma,accZ_peak_freq,accZ_entropy,gyroX_mean,gyroX_std,gyroX_rms,gyroX_sma,gyroX_peak_freq,gyroX_entropy,gyroY_mean,gyroY_std,gyroY_rms,gyroY_sma,gyroY_peak_freq,gyroY_entropy,gyroZ_mean,gyroZ_std,gyroZ_rms,gyroZ_sma,gyroZ_peak_freq,gyroZ_entropy,label
-1.4142309586334374,0.03463427214154996,1.4146549887389595,1.4142309586334374,0.0,1.776967897792066,0.5322660748423141,0.03203124534283732,0.5332290081252679,0.5322660748423141,0.0,2.6306562525924524,-9.808864087958257,0.07457372655986695,9.809147564224435,9.808864087958257,0.0,0.6732700704999949,0.03359664480981499,0.00674686163412411,0.034267399731915525,0.03359664480981499,0.0,2.733631473596392,-0.017294816793612385,0.006414459187904986,0.018446028694489112,0.017623710971111758,0.0,2.1723849877815753,0.022777875369994777,0.004674336538396805,0.02325254885910803,0.022777875369994777,0.0,2.8020178495220285,rest_tremor
-1.434134629694344,0.013782557315035159,1.4342008558687571,1.434134629694344,0.0,2.6568163864444925,0.5884639929423074,0.039466752524778076,0.5897859743537957,0.5884639929423074,0.0,2.663837141290698,-9.807406337353633,0.006789648474366972,9.807408687583617,9.807406337353633,0.0,2.4622183031176905,0.032700092145894935,0.004331039474341996,0.03298566248051307,0.032700092145894935,0.0,2.8900118995071034,-0.017737881328591793,0.005204301914373312,0.01848559418691093,0.017737881328591793,0.0,2.777840764831814,0.022293943472182207,0.004250776144910768,0.022695572550059138,0.022293943472182207,0.0,2.768709042195085,rest_tremor
-1.4594590887502892,0.022519541416228635,1.4596328173487405,1.4594590887502892,0.0,2.894574969518662,0.6429134534503512,0.033519063461350994,0.6437866387575802,0.6429134534503512,0.0,2.552621366283068,-9.795069042385013,0.011146211374738996,9.795075384248824,9.795069042385013,0.0,2.8955050506548856,0.03378721834684651,0.0041906488490443495,0.034046110811566686,0.03378721834684651,0.0,2.742613836229712,-0.017154345152440364,0.004735334985820649,0.01779592523689036,0.017154345152440364,0.0,2.6655170219737068,0.02054426691334694,0.003897031765263799,0.02091061356312427,0.02054426691334694,0.0,2.57087680090159,rest_tremor
-1.4766695858782624,0.01628425702345739,1.4767593720321144,1.4766695858782624,0.0,2.8040201316725253,0.686791386952899,0.030369115622921446,0.6874625025238866,0.686791386952899,0.0,2.4373068240098883,-9.783698058754702,0.008589350031143087,9.783701829155184,9.783698058754702,0.0,2.872714379080822,0.03380817421261836,0.0050565192227931465,0.034184221948747484,0.03380817421261836,0.0,2.7368163899674767,-0.0166207836959017,0.0068324196365186175,0.017970320218500195,0.01672636649994817,0.0,2.56117932972617,0.02097187621574848,0.0036332077041767163,0.021284261561782356,0.02097187621574848,0.0,2.8391442583990125,rest_tremor
-1.4914275068313605,0.023526764988017684,1.4916130586730627,1.4914275068313605,0.0,2.844422223434549,0.7238747615309319,0.03326806769339945,0.7246388305283648,0.7238747615309319,0.0,2.2677254101773046,-9.776128259636007,0.012354134095482756,9.776136065618308,9.776128259636007,0.0,2.789493726689954,0.03209783469565947,0.01078506249654099,0.03386131369578233,0.032659009891149025,0.0,2.334905327373495,-0.014896789372355345,0.008736173750751797,0.017269483646236903,0.015165482545039657,0.0,2.8417662243367383,0.02108311813113898,0.005184194486595933,0.021711143281882072,0.02108311813113898,0.0,2.4749209313080547,rest_tremor
-1.49925204862999,0.021025378471450584,1.4993994704084335,1.49925204862999,0.0,2.883170351232702,0.7567386096811177,0.03118542474926197,0.7573809174377863,0.7567386096811177,0.0,2.4083007588379095,-9.770956443426606,0.01091953503761254,9.770962544989379,9.770956443426606,0.0,2.9134631391573174,0.035721892953228085,0.0132388035884242,0.038096188216339436,0.03628306814871763,0.0,2.3001965907858266,-0.016904998066386363,0.008829387539981233,0.01907189146245601,0.017068108435024206,0.0,2.8144907019505685,0.020061227670373265,0.005246556602665981,0.020735940099921392,0.020061227670373265,0.0,2.2866387048230847,rest_tremor
-1.505952208231318,0.023399879638515052,1.5061339939872151,1.505952208231318,0.0,2.721000980231922,0.7875789313970722,0.02862672256627506,0.7880990181604344,0.7875789313970722,0.0,2.552666145290965,-9.764814142162564,0.010635667821701139,9.764819934254193,9.764814142162564,0.0,2.8295585055099295,0.03654174344962634,0.010071909004841865,0.03790438451340589,0.03654174344962634,0.0,2.639213781924311,-0.01751224613375389,0.007582397921945378,0.019083278620192587,0.01751224613375389,0.0,2.7577860669613408,0.021473093392287153,0.005282449885454479,0.022113299541819266,0.021473093392287153,0.0,2.4001295806471425,rest_tremor
-1.5162866818172984,0.01210241989685911,1.5163349794896488,1.5162866818172984,0.0,2.782358898630304,0.8263800679071894,0.03353181077042395,0.8270600939277839,0.8263800679071894,0.0,2.7357292887776983,-9.757993861190664,0.00742903791325386,9.757996689159052,9.757993861190664,0.0,2.7388758943246474,0.035855465059770136,0.008627552430886528,0.03687884265537753,0.035855465059770136,0.0,2.769892737870879,-0.015321501926534165,0.005965002598397572,0.01644170542503666,0.015321501926534165,0.0,2.685306743103971,0.020452019190372223,0.007148368462309738,0.021665277765039112,0.020452019190372223,0.0,2.444248680279604,rest_tremor
-1.528872553774537,0.022750116079663374,1.529041808933527,1.528872553774537,0.0,2.7933396440127254,0.8330329655034692,0.028284463104288213,0.8335130067782998,0.8330329655034692,0.0,2.782782767039654,-9.754997606321378,0.009605523484982281,9.755002335490097,9.754997606321378,0.0,2.8799502369865917,0.0365561954295369,0.007604041019018162,0.03733867785690068,0.0365561954295369,0.0,2.6918071736164855,-0.0166974197095272,0.005981747231896475,0.01773654771657688,0.0166974197095272,0.0,2.832840429178271,0.018855420911352585,0.006516373145083813,0.019949687133141762,0.018855420911352585,0.0,2.7528960537995086,rest_tremor
-1.535510083461906,0.020954811670366984,1.5356530599537548,1.535510083461906,0.0,2.776485261933849,0.8131256963623065,0.02161760937134545,0.8134130064854004,0.8131256963623065,0.0,2.728801956422289,-9.754566155282783,0.010420855040727213,9.7545717216087,9.754566155282783,0.0,2.9014518749007774,0.03669150568284689,0.006616842453177193,0.037283363492643114,0.03669150568284689,0.0,2.742999441097112,-0.01618651917934494,0.007914891070382887,0.01801801608944027,0.016277735734648344,0.0,2.858067314396649,0.018933222774853126,0.00511882547046218,0.019612988014050012,0.018933222774853126,0.0,2.7202239900764797,rest_tremor
